date,headline,pos,neg,neu,sentiment_score
2026-03-20,"Jury finds Elon Musk misled investors during Twitter purchase, absolves him of some fraud claims",0.0212201289832592,0.8814901113510132,0.09728981554508209,-0.860269982367754
2026-03-20,Jury finds Elon Musk misled investors during Twitter purchase,0.026626355946063995,0.7990948557853699,0.17427875101566315,-0.7724684998393059
2026-03-20,Elon Musk found liable to Twitter shareholders in fraud lawsuit over US$44 billion takeover: Report,0.023155957460403442,0.6132837533950806,0.36356034874916077,-0.5901277959346771
2026-03-20,"Elon Musk misled investors during Twitter purchase, US jury finds",0.038324516266584396,0.4877641499042511,0.4739113748073578,-0.4494396336376667
2026-03-20,Jury finds Elon Musk misled investors during Twitter purchase,0.026626355946063995,0.7990948557853699,0.17427875101566315,-0.7724684998393059
2026-03-20,"Elon Musk misled Twitter investors ahead of $44 billion acquisition, jury says",0.0231090746819973,0.6766409873962402,0.3002499043941498,-0.6535319127142429
2026-03-20,"Elon Musk misled investors during Twitter takeover, US jury finds",0.03238192945718765,0.5527204275131226,0.4148975908756256,-0.5203384980559349
2026-03-20,Jury finds Elon Musk liable for misleading investors during Twitter purchase,0.036510590463876724,0.6993428468704224,0.2641465365886688,-0.6628322564065456
2026-03-20,"Jury finds Elon Musk misled investors during Twitter purchase, absolves him of some fraud claims",0.0212201289832592,0.8814901113510132,0.09728981554508209,-0.860269982367754
2026-03-20,"Jury finds Elon Musk misled investors during Twitter purchase, absolves him of some fraud claims",0.0212201289832592,0.8814901113510132,0.09728981554508209,-0.860269982367754
2026-03-20,Stocks Plunge on US Plans to Escalate Iran War,0.04138980060815811,0.8657061457633972,0.09290403872728348,-0.8243163451552391
2026-03-20,"U.S. Stock Market indexes S&P 500, Dow Jones, Russell ​2000 hit record lows on Black Friday, Nvidia, Alphabet, Tesla, Meta Platforms, ⁠Microsoft fall big",0.01909537799656391,0.8862007856369019,0.09470391273498535,-0.8671054076403379
2026-03-20,"Tesla's Cult Still Can't Tolerate Valid Criticism, Even In The Face Of A Blatant 'Bait And Switch'",0.03308676555752754,0.7332716584205627,0.23364156484603882,-0.7001848928630352
2026-03-20,Coinbase Global Launches Stock Perpetual Futures Contracts,0.03850673884153366,0.023874947801232338,0.9376182556152344,0.014631791040301323
2026-03-20,"In Elon Musk’s mind, Tesla and SpaceX have already merged. Why not make it official?",0.0459379218518734,0.0290940310806036,0.9249680042266846,0.0168438907712698
2026-03-20,NexCyber Level 2 Hardwired EV Charger for $126 + free shipping,0.10962817817926407,0.008209392428398132,0.8821624517440796,0.10141878575086594
2026-03-20,"Why US stock market Dow, S&P 500, Nasdaq fall sharply today: Dow, S&P 500, Nasdaq crash again — here’s what triggered Wall Street meltdown",0.012246250174939632,0.9109915494918823,0.07676216214895248,-0.8987452993169427
2026-03-20,Tesla Faces the ‘Couch Problem’: Modern Physics Warns the Optimus Robot Will Fail and Send TSLA Stock Falling,0.022088365629315376,0.8403788805007935,0.1375327706336975,-0.8182905148714781
2026-03-20,Beyond kung fu: Unitree plans humanoid robot for household chores and elder care by 2030,0.1291719377040863,0.00936482846736908,0.861463189125061,0.11980710923671722
2026-03-20,Tesla Dodges 2-Million-Car Recall,0.14929942786693573,0.4433329999446869,0.4073675870895386,-0.29403357207775116
2026-03-20,Coinbase introduces stock perpetual futures contracts for non-U.S. customers,0.08024773746728897,0.01008640043437481,0.9096658229827881,0.07016133703291416
2026-03-20,Coinbase unveils 24/7 stock futures for global traders in derivatives push,0.05717834457755089,0.01900198683142662,0.9238197207450867,0.03817635774612427
2026-03-20,HUBG Fraud Alert: Hub Group Inc. Investigated for Securities Fraud following Financial Restatements – Investors with Losses Notified to Contact BFA Law,0.02053188346326351,0.7164888978004456,0.2629792392253876,-0.695957014337182
2026-03-20,PFSI Fraud Alert: PennyMac Financial Services Investigated for Securities Fraud following Refinancing Issues – Investors with Losses Notified to Contact BFA Law,0.0185443926602602,0.8044207096099854,0.1770348846912384,-0.7858763169497252
2026-03-20,CWH Fraud Alert: Camping World Accused of Securities Fraud in Pending Class Action – Investors with Losses Notified to Contact BFA Law,0.03425838425755501,0.6396501660346985,0.326091468334198,-0.6053917817771435
2026-03-20,EOSE Fraud Alert: Eos Energy Accused of Securities Fraud in Pending Class Action – Investors with Losses Notified to Contact BFA Law,0.028840089216828346,0.6994277834892273,0.2717321515083313,-0.670587694272399
2026-03-20,WLTH Securities Alert: Wealthfront Corporation Investigated for Securities Violations following Home-Lending Business Issues – Investors with Losses Notified to Contact BFA Law,0.012493560090661049,0.9101467728614807,0.07735973596572876,-0.8976532127708197
2026-03-20,TNC Fraud Alert: Tennant Company Investigated for Securities Fraud Amid ERP System Issues – Investors with Losses Notified to Contact BFA Law,0.015098615549504757,0.8865588307380676,0.09834255278110504,-0.8714602151885629
2026-03-20,SMR Fraud Alert: NuScale Power Accused of Securities Fraud in Pending Class Action – Investors with Losses Notified to Contact BFA Law,0.028995193541049957,0.7356363534927368,0.23536844551563263,-0.7066411599516869
2026-03-20,DRVN Fraud Alert: Driven Brands Accused of Securities Fraud in Pending Class Action – Investors with Losses Notified to Contact BFA Law,0.0324878990650177,0.37745580077171326,0.5900563597679138,-0.34496790170669556
2026-03-20,PLUG Fraud Alert: Plug Power Accused of Securities Fraud in Pending Class Action – Investors with Losses Notified to Contact BFA Law,0.02527238242328167,0.6907176375389099,0.28400999307632446,-0.6654452551156282
2026-03-20,US Stock Market | Wall Street ends down as traders see no rate cuts before 2027,0.020646026358008385,0.9399209022521973,0.03943305090069771,-0.9192748758941889
2026-03-20,Tesla faces wider probe of self-driving feature as it prepares to sell cars without steering wheels,0.4013042151927948,0.0260744858533144,0.5726212859153748,0.3752297293394804
2026-03-20,Uber gave up on driverless cars. Now it's paying the price.,0.06919040530920029,0.07093587517738342,0.8598737120628357,-0.001745469868183136
2026-03-19,Tesla faces wider probe of self-driving feature as it prepares to sell cars without steering wheels,0.4013042151927948,0.0260744858533144,0.5726212859153748,0.3752297293394804
2026-03-19,"U.S. Stock Market Today: S&P 500, Dow Jones, Nasdaq down. Check Nvidia, Tesla stocks' performance",0.02233218401670456,0.8385183215141296,0.13914945721626282,-0.8161861374974251
2026-03-19,Tesla faces wider probe of self-driving feature as it prepares to sell cars without steering wheels,0.4013042151927948,0.0260744858533144,0.5726212859153748,0.3752297293394804
2026-03-19,Uber will operate its own robotaxis again—this time with Rivian’s not‑yet‑built EVs,0.13774986565113068,0.0084840701892972,0.8537660837173462,0.12926579546183348
2026-03-19,Tesla faces new questions about how cars in self-driving mode handle poor conditions,0.09176266193389893,0.10284751653671265,0.8053897619247437,-0.01108485460281372
2026-03-19,All the wrong EVs are getting cancelled,0.03524145111441612,0.4039563834667206,0.560802161693573,-0.36871493235230446
2026-03-19,UBS cuts Tesla Q1 delivery estimate and says concerns are growing that robotaxis might not wow investors,0.008449367247521877,0.9712316989898682,0.020318927243351936,-0.9627823317423463
2026-03-19,"Why Nvidia, Micron, Tesla stock crashing big today: NVDA down 1% while MU stock crashes nearly 5% — here’s why TSLA stock is falling today amid oil surge and Fed uncertainty",0.010647314600646496,0.9666942358016968,0.022658515721559525,-0.9560469212010503
2026-03-19,"Rivian will provide 50,000 robotaxis to Uber in a deal worth $1.25 billion",0.4322032034397125,0.008161665871739388,0.5596351027488708,0.42404153756797314
2026-03-19,"Why US stock market Dow Jones crashes big today: Dow Jones, S&P 500, Nasdaq fall today as gold and silver prices crash while oil surges; Fed uncertainty and Iran war fears hit Wall Street",0.00934281200170517,0.9625349044799805,0.02812228724360466,-0.9531920924782753
2026-03-19,"Uber–Rivian deal: $1.25 billion investment to deploy 50,000 robotaxis across US, Europe by 2031",0.6681097149848938,0.008135218173265457,0.32375505566596985,0.6599744968116283
2026-03-19,"US Stock Futures Dip as Iran War, High Inflation Clouds Outlooks",0.011506601236760616,0.9477217197418213,0.04077170416712761,-0.9362151185050607
2026-03-19,"Vivek Ramaswamy’s Strive acquires 317 Bitcoin, moving into top 10 BTC holders",0.687104344367981,0.010026840493083,0.30286887288093567,0.677077503874898
2026-03-19,Uber to Invest Up to $1.25 Billion in Rivian in Robotaxi Bet,0.19371236860752106,0.0073927175253629684,0.7988948822021484,0.1863196510821581
2026-03-19,LiveOne (Nasdaq: LVO) Announces B2B Partnership with Samsung TV; Expands Reach to 100M+ Smart TVs,0.9219186902046204,0.008698837831616402,0.06938258558511734,0.913219852373004
2026-03-19,LiveOne (Nasdaq: LVO) Announces B2B Partnership with Samsung TV; Expands Reach to 100M+ Smart TVs,0.9219186902046204,0.008698837831616402,0.06938258558511734,0.913219852373004
2026-03-19,"Musk says SpaceX AI, Tesla will keep ordering Nvidia chips at scale",0.07579773664474487,0.011070734821259975,0.9131315350532532,0.0647270018234849
